country,factor,theme,real_beta,real_beta_t,bei_beta,bei_beta_t,mkt_beta,pre_mean,pre_vol,post_mean,n_pre,n_post,post_mean_2022,post_mean_2023,post_mean_2024
aus,capx_gr2,investment,0.0032140820700807837,0.32086500914568017,-0.03682571528661259,-2.6314344918529993,-0.1280521933214911,0.0008497137164067125,0.028939740719063294,0.002697660238755041,227,48,0.007017040142857891,0.010022734590031458,0.0018507042120395672
aus,capx_gr3,investment,0.007602871553342896,0.6908739150977119,-0.04180417111720154,-2.6610331436371366,-0.16216738405648962,0.0003934775192342261,0.029686675813320774,0.002765499067922143,227,48,0.010292463993865101,0.001623848797658192,0.007120050116013191
aus,cash_at,intangibles,0.00402168678587798,0.648793830903584,0.046845850468267745,4.283889278410953,0.16610187853773242,0.004863136262791621,0.02564325646793117,0.001639167941050396,227,48,-0.004662371309296593,0.005825905404875416,0.005813414020611442
aus,chcsho_12m,investment,0.013644507941832336,1.9246192237065578,-0.03691087061297761,-3.6299894452496186,-0.16484881239912968,0.003181970198448508,0.021236954658732522,0.0054256385321417785,227,48,0.011472465316638666,0.005195064793384042,0.009953216526980209
aus,coa_gr1a,investment,-0.0009591789439125607,-0.11246805688429197,-0.014801232932718976,-1.2988207982582833,-0.05043205662657194,0.0004878962405143898,0.023926501779863763,0.0014711618676698142,227,48,0.008971948303846317,0.001681473881631091,-0.003614935808597583
aus,col_gr1a,investment,-0.0041309738665596405,-0.46126483244876276,-0.014607395014952116,-1.0614585891526935,-0.07382859187237975,-0.0002553894608219656,0.02552158634349534,-3.1759816748470924e-05,227,48,0.004324278166860699,-0.0005107505849824989,-0.010850925758882024
aus,cop_at,profitability,-0.0013278198547680793,-0.17151263588987933,-0.06576118370770287,-4.7053843094947165,-0.20445185653715486,0.0037591260804142714,0.02616777554817613,0.01011217271387013,227,48,0.014377907391787167,0.014711508416078357,0.008734202926630066
aus,cop_atl1,profitability,0.0030313038821540065,0.33831860750201714,-0.059768381337000395,-4.590285455163952,-0.172261055940096,0.0032780570552092443,0.025993364078131364,0.008918175008136775,227,48,0.015609672599099343,0.011761791955463818,0.008079041604923641
aus,corr_1260d,new,-0.022289728654518906,-2.7411812031032214,0.023689934875116298,1.9309752174126984,0.08514233623487029,0.0033840690310265762,0.028798513934918352,0.0014241564567104145,227,48,-0.004969029266181774,-0.0029664341031866,0.00029817982103663276
aus,coskew_21d,trading frictions,0.014607443968312197,1.763478988435971,-0.004272500522474385,-0.6718494132398248,-0.013521092769109557,-0.00042668070162328836,0.02182957603736097,0.0007335120932458831,227,48,-0.007068774020625508,0.0013410972445518342,0.003111453342223626
aus,cowc_gr1a,investment,0.008710336538942586,0.8946830202518921,-0.017422899490083955,-2.435471804539072,-0.04354831357019783,0.0019168556855401252,0.01950051160601354,0.003708266377968587,227,48,0.007851607401125468,0.004307861770784841,0.004545681800106525
aus,dbnetis_at,investment,-0.0025672208531891025,-0.34228999652876074,-0.00833112724749023,-0.8863407882935728,-0.02390575885053585,0.00305758290684421,0.018453039801161263,0.0029119147408033143,227,48,0.00540207677249225,0.0039023243369919747,0.004492045930424908
